PMB Code,PMB Description,Treatment Component,ICD10 Code,ICD10 Description,Comments
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.1+G13.0*,"Malignant neoplasm, upper lobe, bronchus or lung/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.1+G13.1*,"Malignant neoplasm, upper lobe, bronchus or lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.2,"Malignant neoplasm, middle lobe, bronchus or lung",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.2+D63.0*,"Malignant neoplasm, middle lobe, bronchus or lung/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.2+G13.0*,"Malignant neoplasm, middle lobe, bronchus or lung/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.2+G13.1*,"Malignant neoplasm, middle lobe, bronchus or lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.3,"Malignant neoplasm, lower lobe, bronchus or lung",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.3+D63.0*,"Malignant neoplasm, lower lobe, bronchus or lung/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.3+G13.0*,"Malignant neoplasm, lower lobe, bronchus or lung/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.3+G13.1*,"Malignant neoplasm, lower lobe, bronchus or lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.8,"Malignant neoplasm, overlapping lesion of bronchus and lung",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.8+D63.0*,"Malignant neoplasm, overlapping lesion of bronchus and lung/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.8+G13.0*,"Malignant neoplasm, overlapping lesion of bronchus and lung/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.8+G13.1*,"Malignant neoplasm, overlapping lesion of bronchus and lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.9,"Malignant neoplasm, bronchus or lung, unspecified",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.9+D63.0*,"Malignant neoplasm, bronchus or lung, unspecified/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.9+G13.0*,"Malignant neoplasm, bronchus or lung, unspecified/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.9+G13.1*,"Malignant neoplasm, bronchus or lung, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.1,"Malignant neoplasm, anterior mediastinum",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.1+D63.0*,"Malignant neoplasm, anterior mediastinum/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.1+G13.0*,"Malignant neoplasm, anterior mediastinum/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.1+G13.1*,"Malignant neoplasm, anterior mediastinum/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.2,"Malignant neoplasm, posterior mediastinum",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.2+D63.0*,"Malignant neoplasm, posterior mediastinum/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.2+G13.0*,"Malignant neoplasm, posterior mediastinum/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.2+G13.1*,"Malignant neoplasm, posterior mediastinum/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.3,"Mediastinum, part unspecified",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.3+D63.0*,"Mediastinum, part unspecified/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.3+G13.0*,"Mediastinum, part unspecified/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.3+G13.1*,"Mediastinum, part unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.4,"Malignant neoplasm, pleura",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.4+D63.0*,"Malignant neoplasm, pleura/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.4+G13.0*,"Malignant neoplasm, pleura/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.4+G13.1*,"Malignant neoplasm, pleura/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.8,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.8+D63.0*,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.8+G13.0*,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C38.8+G13.1*,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C39.0,"Malignant neoplasm, upper respiratory tract, part unspecified",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C39.0+D63.0*,"Malignant neoplasm, upper respiratory tract, part unspecified/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C39.0+G13.0*,"Malignant neoplasm, upper respiratory tract, part unspecified/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C39.0+G13.1*,"Malignant neoplasm, upper respiratory tract, part unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C39.8,"Malignant neoplasm, overlapping lesion of respiratory and intrathoracic organs",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C39.8+D63.0*,"Malignant neoplasm, overlapping lesion of respiratory and intrathoracic organs/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C39.8+G13.0*,"Malignant neoplasm, overlapping lesion of respiratory and intrathoracic organs/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C39.8+G13.1*,"Malignant neoplasm, overlapping lesion of respiratory and intrathoracic organs/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
